t,ego_x,ego_y,ego_v,ego_theta,ego_a,ego_delta,g1_x,g1_y,g1_vx,g1_vy,g2_x,g2_y,g2_vx,g2_vy,v3_x,v3_y,v3_vx,v3_vy,y_min,y_max,mpc_status,sf_active,c_geom,c_safety
17.30,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.480,1.225,0.200,-0.250,59.740,4.630,0.100,-0.050,7.800,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
17.40,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.500,1.200,0.200,-0.250,59.750,4.625,0.100,-0.050,7.500,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
17.50,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.520,1.175,0.200,-0.250,59.760,4.620,0.100,-0.050,7.200,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
17.60,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.540,1.150,0.200,-0.250,59.770,4.615,0.100,-0.050,6.900,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
17.70,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.560,1.125,0.200,-0.250,59.780,4.610,0.100,-0.050,6.600,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
17.80,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.580,1.100,0.200,-0.250,59.790,4.605,0.100,-0.050,6.300,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
17.90,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.600,1.075,0.200,-0.250,59.800,4.600,0.100,-0.050,6.000,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
18.00,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.620,1.050,0.200,-0.250,59.810,4.595,0.100,-0.050,5.700,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
18.10,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.640,1.025,0.200,-0.250,59.820,4.590,0.100,-0.050,5.400,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
18.20,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.660,1.000,0.200,-0.250,59.830,4.585,0.100,-0.050,5.100,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
18.30,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.680,0.975,0.200,-0.250,59.840,4.580,0.100,-0.050,4.800,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
18.40,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.700,0.950,0.200,-0.250,59.850,4.575,0.100,-0.050,4.500,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
18.50,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.720,0.925,0.200,-0.250,59.860,4.570,0.100,-0.050,4.200,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
18.60,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.740,0.900,0.200,-0.250,59.870,4.565,0.100,-0.050,3.900,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
18.70,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.760,0.875,0.200,-0.250,59.880,4.560,0.100,-0.050,3.600,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
18.80,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.780,0.850,0.200,-0.250,59.890,4.555,0.100,-0.050,3.300,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
18.90,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.800,0.825,0.200,-0.250,59.900,4.550,0.100,-0.050,3.000,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
19.00,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.820,0.800,0.200,-0.250,59.910,4.545,0.100,-0.050,2.700,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
19.10,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.840,0.775,0.200,-0.250,59.920,4.540,0.100,-0.050,2.400,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
19.20,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.860,0.750,0.200,-0.250,59.930,4.535,0.100,-0.050,2.100,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
19.30,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.880,0.725,0.200,-0.250,59.940,4.530,0.100,-0.050,1.800,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
19.40,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.900,0.700,0.200,-0.250,59.950,4.525,0.100,-0.050,1.500,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
19.50,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.920,0.675,0.200,-0.250,59.960,4.520,0.100,-0.050,1.200,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
19.60,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.940,0.650,0.200,-0.250,59.970,4.515,0.100,-0.050,0.900,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
19.70,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.960,0.625,0.200,-0.250,59.980,4.510,0.100,-0.050,0.600,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
19.80,41.684,4.869,0.000,0.1517,-0.200,-0.0758,58.980,0.600,0.200,-0.250,59.990,4.505,0.100,-0.050,0.300,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
19.90,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.000,0.575,0.200,-0.250,60.000,4.500,0.100,-0.050,0.000,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
20.00,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.020,0.550,0.200,-0.250,60.010,4.495,0.100,-0.050,-0.300,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
20.10,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.040,0.525,0.200,-0.250,60.020,4.490,0.100,-0.050,-0.600,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
20.20,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.060,0.500,0.200,-0.250,60.030,4.485,0.100,-0.050,-0.900,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
20.30,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.080,0.475,0.200,-0.250,60.040,4.480,0.100,-0.050,-1.200,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
20.40,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.100,0.450,0.200,-0.250,60.050,4.475,0.100,-0.050,-1.500,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
20.50,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.120,0.425,0.200,-0.250,60.060,4.470,0.100,-0.050,-1.800,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
20.60,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.140,0.400,0.200,-0.250,60.070,4.465,0.100,-0.050,-2.100,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
20.70,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.160,0.375,0.200,-0.250,60.080,4.460,0.100,-0.050,-2.400,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
20.80,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.180,0.350,0.200,-0.250,60.090,4.455,0.100,-0.050,-2.700,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
20.90,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.200,0.325,0.200,-0.250,60.100,4.450,0.100,-0.050,-3.000,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
21.00,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.220,0.300,0.200,-0.250,60.110,4.445,0.100,-0.050,-3.300,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
21.10,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.240,0.275,0.200,-0.250,60.120,4.440,0.100,-0.050,-3.600,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
21.20,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.260,0.250,0.200,-0.250,60.130,4.435,0.100,-0.050,-3.900,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
21.30,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.280,0.225,0.200,-0.250,60.140,4.430,0.100,-0.050,-4.200,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
21.40,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.300,0.200,0.200,-0.250,60.150,4.425,0.100,-0.050,-4.500,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
21.50,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.320,0.175,0.200,-0.250,60.160,4.420,0.100,-0.050,-4.800,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
21.60,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.340,0.150,0.200,-0.250,60.170,4.415,0.100,-0.050,-5.100,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
21.70,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.360,0.125,0.200,-0.250,60.180,4.410,0.100,-0.050,-5.400,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
21.80,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.380,0.100,0.200,-0.250,60.190,4.405,0.100,-0.050,-5.700,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
21.90,41.684,4.869,0.000,0.1517,-0.200,-0.0758,59.400,0.075,0.200,-0.250,60.200,4.400,0.100,-0.050,-6.000,5.200,-3.000,0.000,0.400,5.600,1,1,3.3739,3.1739
