t,ego_x,ego_y,ego_v,ego_theta,ego_a,ego_delta,g1_x,g1_y,g1_vx,g1_vy,g2_x,g2_y,g2_vx,g2_vy,v3_x,v3_y,v3_vx,v3_vy,y_min,y_max,mpc_status,sf_active,c_geom,c_safety
18.80,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,58.780,5.200,0.200,0.000,59.890,4.555,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.6635,27.4635
18.90,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,58.800,5.200,0.200,0.000,59.900,4.550,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.6528,27.4528
19.00,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,58.820,5.200,0.200,0.000,59.910,4.545,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.6421,27.4421
19.10,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,58.840,5.200,0.200,0.000,59.920,4.540,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.6314,27.4314
19.20,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,58.860,5.200,0.200,0.000,59.930,4.535,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.6207,27.4207
19.30,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,58.880,5.200,0.200,0.000,59.940,4.530,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.6101,27.4101
19.40,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,58.900,5.200,0.200,0.000,59.950,4.525,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.5994,27.3994
19.50,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,58.920,5.200,0.200,0.000,59.960,4.520,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.5887,27.3887
19.60,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,58.940,5.200,0.200,0.000,59.970,4.515,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.5780,27.3780
19.70,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,58.960,5.200,0.200,0.000,59.980,4.510,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.5673,27.3673
19.80,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,58.980,5.200,0.200,0.000,59.990,4.505,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.5566,27.3566
19.90,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.000,5.200,0.200,0.000,60.000,4.500,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.5460,27.3460
20.00,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.020,5.200,0.200,0.000,60.010,4.495,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.5353,27.3353
20.10,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.040,5.200,0.200,0.000,60.020,4.490,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.5246,27.3246
20.20,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.060,5.200,0.200,0.000,60.030,4.485,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.5139,27.3139
20.30,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.080,5.200,0.200,0.000,60.040,4.480,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.5032,27.3032
20.40,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.100,5.200,0.200,0.000,60.050,4.475,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.4925,27.2925
20.50,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.120,5.200,0.200,0.000,60.060,4.470,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.4819,27.2819
20.60,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.140,5.200,0.200,0.000,60.070,4.465,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.4712,27.2712
20.70,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.160,5.200,0.200,0.000,60.080,4.460,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.4605,27.2605
20.80,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.180,5.200,0.200,0.000,60.090,4.455,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.4498,27.2498
20.90,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.200,5.200,0.200,0.000,60.100,4.450,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.4391,27.2391
21.00,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.220,5.200,0.200,0.000,60.110,4.445,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.4285,27.2285
21.10,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.240,5.200,0.200,0.000,60.120,4.440,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.4178,27.2178
21.20,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.260,5.200,0.200,0.000,60.130,4.435,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.4071,27.2071
21.30,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.280,5.200,0.200,0.000,60.140,4.430,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.3964,27.1964
21.40,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.300,5.200,0.200,0.000,60.150,4.425,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.3858,27.1858
21.50,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.320,5.200,0.200,0.000,60.160,4.420,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.3751,27.1751
21.60,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.340,5.200,0.200,0.000,60.170,4.415,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.3644,27.1644
21.70,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.360,5.200,0.200,0.000,60.180,4.410,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.3537,27.1537
21.80,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.380,5.200,0.200,0.000,60.190,4.405,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.3431,27.1431
21.90,89.976,-1.099,0.000,-0.4566,-0.200,0.1500,59.400,5.200,0.200,0.000,60.200,4.400,0.100,-0.050,-100.000,-100.000,0.000,0.000,0.900,5.100,1,1,27.3324,27.1324
