t,ego_x,ego_y,ego_v,ego_theta,ego_a,ego_delta,g1_x,g1_y,g1_vx,g1_vy,g2_x,g2_y,g2_vx,g2_vy,v3_x,v3_y,v3_vx,v3_vy,y_min,y_max,mpc_status,sf_active,c_geom,c_safety
14.10,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,57.840,-0.515,0.200,-0.450,59.420,4.790,0.100,-0.050,-6.800,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
14.20,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,57.860,-0.560,0.200,-0.450,59.430,4.785,0.100,-0.050,-7.200,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
14.30,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,57.880,-0.605,0.200,-0.450,59.440,4.780,0.100,-0.050,-7.600,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
14.40,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,57.900,-0.650,0.200,-0.450,59.450,4.775,0.100,-0.050,-8.000,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
14.50,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,57.920,-0.695,0.200,-0.450,59.460,4.770,0.100,-0.050,-8.400,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
14.60,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,57.940,-0.740,0.200,-0.450,59.470,4.765,0.100,-0.050,-8.800,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
14.70,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,57.960,-0.785,0.200,-0.450,59.480,4.760,0.100,-0.050,-9.200,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
14.80,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,57.980,-0.830,0.200,-0.450,59.490,4.755,0.100,-0.050,-9.600,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
14.90,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.000,-0.875,0.200,-0.450,59.500,4.750,0.100,-0.050,-10.000,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
15.00,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.020,-0.920,0.200,-0.450,59.510,4.745,0.100,-0.050,-10.400,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
15.10,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.040,-0.965,0.200,-0.450,59.520,4.740,0.100,-0.050,-10.800,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
15.20,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.060,-1.010,0.200,-0.450,59.530,4.735,0.100,-0.050,-11.200,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
15.30,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.080,-1.055,0.200,-0.450,59.540,4.730,0.100,-0.050,-11.600,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
15.40,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.100,-1.100,0.200,-0.450,59.550,4.725,0.100,-0.050,-12.000,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
15.50,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.120,-1.145,0.200,-0.450,59.560,4.720,0.100,-0.050,-12.400,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
15.60,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.140,-1.190,0.200,-0.450,59.570,4.715,0.100,-0.050,-12.800,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
15.70,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.160,-1.235,0.200,-0.450,59.580,4.710,0.100,-0.050,-13.200,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
15.80,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.180,-1.280,0.200,-0.450,59.590,4.705,0.100,-0.050,-13.600,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
15.90,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.200,-1.325,0.200,-0.450,59.600,4.700,0.100,-0.050,-14.000,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
16.00,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.220,-1.370,0.200,-0.450,59.610,4.695,0.100,-0.050,-14.400,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
16.10,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.240,-1.415,0.200,-0.450,59.620,4.690,0.100,-0.050,-14.800,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
16.20,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.260,-1.460,0.200,-0.450,59.630,4.685,0.100,-0.050,-15.200,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
16.30,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.280,-1.505,0.200,-0.450,59.640,4.680,0.100,-0.050,-15.600,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
16.40,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.300,-1.550,0.200,-0.450,59.650,4.675,0.100,-0.050,-16.000,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
16.50,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.320,-1.595,0.200,-0.450,59.660,4.670,0.100,-0.050,-16.400,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
16.60,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.340,-1.640,0.200,-0.450,59.670,4.665,0.100,-0.050,-16.800,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
16.70,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.360,-1.685,0.200,-0.450,59.680,4.660,0.100,-0.050,-17.200,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
16.80,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.380,-1.730,0.200,-0.450,59.690,4.655,0.100,-0.050,-17.600,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
16.90,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.400,-1.775,0.200,-0.450,59.700,4.650,0.100,-0.050,-18.000,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
17.00,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.420,-1.820,0.200,-0.450,59.710,4.645,0.100,-0.050,-18.400,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
17.10,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.440,-1.865,0.200,-0.450,59.720,4.640,0.100,-0.050,-18.800,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
17.20,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.460,-1.910,0.200,-0.450,59.730,4.635,0.100,-0.050,-19.200,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
17.30,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.480,-1.955,0.200,-0.450,59.740,4.630,0.100,-0.050,-19.600,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
17.40,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.500,-2.000,0.200,-0.450,59.750,4.625,0.100,-0.050,-20.000,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
17.50,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.520,-2.045,0.200,-0.450,59.760,4.620,0.100,-0.050,-20.400,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
17.60,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.540,-2.090,0.200,-0.450,59.770,4.615,0.100,-0.050,-20.800,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
17.70,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.560,-2.135,0.200,-0.450,59.780,4.610,0.100,-0.050,-21.200,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
17.80,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.580,-2.180,0.200,-0.450,59.790,4.605,0.100,-0.050,-21.600,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
17.90,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.600,-2.225,0.200,-0.450,59.800,4.600,0.100,-0.050,-22.000,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
18.00,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.620,-2.270,0.200,-0.450,59.810,4.595,0.100,-0.050,-22.400,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
18.10,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.640,-2.315,0.200,-0.450,59.820,4.590,0.100,-0.050,-22.800,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
18.20,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.660,-2.360,0.200,-0.450,59.830,4.585,0.100,-0.050,-23.200,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
18.30,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.680,-2.405,0.200,-0.450,59.840,4.580,0.100,-0.050,-23.600,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
18.40,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.700,-2.450,0.200,-0.450,59.850,4.575,0.100,-0.050,-24.000,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
18.50,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.720,-2.495,0.200,-0.450,59.860,4.570,0.100,-0.050,-24.400,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
18.60,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.740,-2.540,0.200,-0.450,59.870,4.565,0.100,-0.050,-24.800,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
18.70,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.760,-2.585,0.200,-0.450,59.880,4.560,0.100,-0.050,-25.200,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
18.80,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.780,-2.630,0.200,-0.450,59.890,4.555,0.100,-0.050,-25.600,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
18.90,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.800,-2.675,0.200,-0.450,59.900,4.550,0.100,-0.050,-26.000,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
19.00,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.820,-2.720,0.200,-0.450,59.910,4.545,0.100,-0.050,-26.400,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
19.10,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.840,-2.765,0.200,-0.450,59.920,4.540,0.100,-0.050,-26.800,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
19.20,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.860,-2.810,0.200,-0.450,59.930,4.535,0.100,-0.050,-27.200,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
19.30,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.880,-2.855,0.200,-0.450,59.940,4.530,0.100,-0.050,-27.600,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
19.40,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.900,-2.900,0.200,-0.450,59.950,4.525,0.100,-0.050,-28.000,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
19.50,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.920,-2.945,0.200,-0.450,59.960,4.520,0.100,-0.050,-28.400,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
19.60,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.940,-2.990,0.200,-0.450,59.970,4.515,0.100,-0.050,-28.800,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
19.70,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.960,-3.035,0.200,-0.450,59.980,4.510,0.100,-0.050,-29.200,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
19.80,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,58.980,-3.080,0.200,-0.450,59.990,4.505,0.100,-0.050,-29.600,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
19.90,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.000,-3.125,0.200,-0.450,60.000,4.500,0.100,-0.050,-30.000,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
20.00,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.020,-3.170,0.200,-0.450,60.010,4.495,0.100,-0.050,-30.400,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
20.10,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.040,-3.215,0.200,-0.450,60.020,4.490,0.100,-0.050,-30.800,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
20.20,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.060,-3.260,0.200,-0.450,60.030,4.485,0.100,-0.050,-31.200,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
20.30,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.080,-3.305,0.200,-0.450,60.040,4.480,0.100,-0.050,-31.600,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
20.40,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.100,-3.350,0.200,-0.450,60.050,4.475,0.100,-0.050,-32.000,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
20.50,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.120,-3.395,0.200,-0.450,60.060,4.470,0.100,-0.050,-32.400,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
20.60,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.140,-3.440,0.200,-0.450,60.070,4.465,0.100,-0.050,-32.800,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
20.70,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.160,-3.485,0.200,-0.450,60.080,4.460,0.100,-0.050,-33.200,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
20.80,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.180,-3.530,0.200,-0.450,60.090,4.455,0.100,-0.050,-33.600,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
20.90,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.200,-3.575,0.200,-0.450,60.100,4.450,0.100,-0.050,-34.000,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
21.00,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.220,-3.620,0.200,-0.450,60.110,4.445,0.100,-0.050,-34.400,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
21.10,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.240,-3.665,0.200,-0.450,60.120,4.440,0.100,-0.050,-34.800,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
21.20,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.260,-3.710,0.200,-0.450,60.130,4.435,0.100,-0.050,-35.200,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
21.30,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.280,-3.755,0.200,-0.450,60.140,4.430,0.100,-0.050,-35.600,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
21.40,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.300,-3.800,0.200,-0.450,60.150,4.425,0.100,-0.050,-36.000,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
21.50,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.320,-3.845,0.200,-0.450,60.160,4.420,0.100,-0.050,-36.400,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
21.60,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.340,-3.890,0.200,-0.450,60.170,4.415,0.100,-0.050,-36.800,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
21.70,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.360,-3.935,0.200,-0.450,60.180,4.410,0.100,-0.050,-37.200,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
21.80,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.380,-3.980,0.200,-0.450,60.190,4.405,0.100,-0.050,-37.600,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
21.90,46.424,-0.841,0.000,-0.2904,-0.200,0.1500,59.400,-4.025,0.200,-0.450,60.200,4.400,0.100,-0.050,-38.000,5.200,-4.000,0.000,0.400,5.600,1,1,7.3319,7.1319
